student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
100267,22,Male,Arts,3.6,4.9,3.5,No,84.5,5.5,Fair,7,Master,Low,10,No,4.0,7,5.7,No,4,12.2,Cafe,No,Medium,3,7,8,Auditory,7.6,100
100268,17,Male,Psychology,4.0,2.0,3.7,No,82.6,5.3,Good,7,Some College,High,6.6,No,4.0,5,4.4,No,2,10.5,Cafe,Yes,Low,3,7,8,Visual,3.6,98
100269,25,Female,Engineering,3.6,4.2,1.9,Yes,65.0,9.0,Fair,4,Some College,Low,3.8,Yes,4.0,8,4.1,No,4,11.0,Quiet Room,Yes,Low,2,5,10,Reading,5.4,100
100270,22,Female,Arts,4.4,1.6,3.5,Yes,43.2,9.5,Fair,2,Bachelor,Medium,9.6,No,4.0,8,3.8,No,1,9.8,Quiet Room,Yes,Low,5,5,10,Auditory,5.8,100
100271,28,Male,Biology,2.8,0.5,2.3,No,48.2,7.1,Fair,0,Master,Medium,6.4,No,4.0,3,2.4,No,4,7.2,Library,No,Medium,6,3,10,Auditory,1.9,93
100272,25,Other,Biology,5.9,2.4,1.2,No,93.4,6.6,Good,7,Bachelor,Low,3.1,No,3.36,2,3.5,No,5,10.2,Quiet Room,Yes,Low,5,1,10,Auditory,7.7,74
100273,18,Other,Psychology,1.0,0.6,0.1,Yes,42.6,7.1,Poor,6,PhD,Low,7.0,Yes,2.8,5,3.8,No,5,2.7,Dorm,Yes,High,1,8,7,Visual,2.1,74
100274,16,Male,Computer Science,8.741844979505060,4.7,1.4,Yes,70.3,7.7,Poor,3,PhD,Low,6.5,Yes,4.0,4,7.4,No,4,15.2,Dorm,No,Low,9,4,10,Auditory,7.4,100
100275,16,Other,Computer Science,4.934742153844400,4.9,1.7,No,46.8,8.6,Good,6,High School,Medium,8.1,No,4.0,4,6.4,No,0,12.6,Dorm,Yes,Medium,2,9,6,Reading,2.2,98
100276,17,Female,Engineering,3.7,4.2,0.9,No,51.3,7.6,Poor,6,Master,High,6.8,No,3.33,2,4.8,No,4,9.6,Cafe,No,High,6,3,10,Visual,1.1,76
100277,26,Other,Computer Science,4.625290315541830,4.9,0.3,Yes,52.0,5.1,Good,5,Master,High,7.5,No,3.85,2,9.3,No,5,11.8,Dorm,No,Low,4,7,8,Reading,7.5,95
100278,22,Female,Engineering,5.2,2.5,2.5,No,84.3,6.9,Good,1,Master,Medium,9.5,No,3.18,7,3.5,No,4,10.5,Dorm,Yes,High,1,3,10,Auditory,4.4,82
100279,17,Male,Arts,1.6,2.7,3.2,No,97.2,7.0,Poor,0,Master,High,7.5,Yes,3.3,8,7.0,No,0,8.6,Cafe,No,Low,7,8,7,Kinesthetic,3.8,83
100280,18,Other,Arts,3.2,3.8,2.3,Yes,68.6,7.2,Good,7,PhD,Low,6.4,No,4.0,5,6.7,No,2,10.3,Cafe,No,Low,7,5,10,Reading,5.5,100
100281,21,Male,Computer Science,2.225153000215120,1.9,1.7,Yes,61.1,9.3,Good,6,Some College,High,2.0,No,3.63,1,1.4,No,1,7.8,Quiet Room,No,Low,5,10,5,Reading,1.8,86
100282,16,Other,Business,6.2,0.1,1.3,No,74.4,5.7,Good,5,High School,Medium,7.0,No,3.92,1,4.0,No,2,8.7,Dorm,No,High,4,6,9,Auditory,5.5,99
100283,22,Male,Engineering,3.2,4.0,2.5,Yes,75.5,7.9,Fair,1,PhD,Low,10,No,3.81,2,5.5,No,2,11.6,Quiet Room,No,High,8,7,8,Reading,2.9,100
100284,22,Other,Biology,2.4,3.8,0.7,Yes,74.6,6.8,Fair,2,Master,Medium,4.1,No,3.83,6,5.1,No,2,6.9,Cafe,No,Medium,9,10,5,Visual,8.7,92
100285,23,Male,Psychology,6.8,3.2,3.4,No,78.8,10.2,Fair,4,PhD,Medium,4.1,No,3.63,3,3.5,No,2,13.9,Library,No,Low,7,4,10,Visual,2.0,82
100286,23,Female,Biology,3.9,3.9,1.1,No,97.8,6.8,Fair,0,High School,Low,6.6,Yes,4.0,7,5.2,No,5,10.0,Quiet Room,Yes,Low,2,6,9,Kinesthetic,6.4,100
100287,26,Male,Engineering,2.6,3.9,2.1,Yes,54.3,6.9,Poor,1,Bachelor,High,4.3,Yes,3.07,3,8.7,No,0,9.6,Library,Yes,Medium,10,7,8,Kinesthetic,8.3,71
100288,18,Male,Business,1.0,0.6,2.2,No,97.8,7.3,Good,3,Some College,Medium,9.4,No,4.0,8,3.4,No,5,4.7,Quiet Room,Yes,Medium,8,6,9,Visual,8.4,98
100289,28,Male,Arts,5.8,4.1,0.5,No,63.3,9.0,Good,7,Master,High,5.2,No,3.42,4,2.9,No,1,12.1,Library,No,Medium,5,2,10,Reading,9.4,84
100290,23,Other,Business,2.0,4.2,2.9,Yes,89.5,7.3,Good,1,PhD,Medium,5.9,No,3.68,7,5.0,No,0,10.9,Co-Learning Group,Yes,Low,6,7,8,Reading,6.4,93
100291,28,Male,Arts,4.5,2.9,0.4,No,90.8,6.6,Good,2,Bachelor,Medium,5.4,Yes,4.0,3,8.2,Yes,1,8.3,Co-Learning Group,Yes,Medium,8,3,10,Reading,3.3,100
100292,17,Female,Business,8.3,3.2,2.5,No,51.9,5.4,Good,7,Some College,Low,2.7,No,3.64,3,5.0,No,2,15.8,Dorm,Yes,Low,7,10,5,Auditory,4.9,87
100293,18,Other,Computer Science,5.646052326723460,4.1,1.1,No,47.8,8.7,Good,6,PhD,Low,7.9,No,2.96,1,3.6,No,2,12.3,Cafe,No,Low,5,4,10,Auditory,4.8,77
100294,19,Other,Engineering,0,4.9,1.6,No,82.5,7.1,Good,6,Bachelor,Low,4.3,No,3.52,4,5.4,No,2,6.9,Dorm,Yes,Low,2,9,6,Auditory,1.5,90
100295,25,Other,Biology,7.0,0.7,3.6,Yes,55.6,8.7,Good,2,Bachelor,Medium,6.6,No,3.33,1,1,No,0,11.4,Co-Learning Group,No,Medium,3,2,10,Kinesthetic,3.9,82
100296,21,Male,Psychology,5.3,4.1,3.7,No,93.6,4.8,Fair,6,Master,Medium,6.0,No,3.55,8,3.6,No,0,14.1,Library,No,Low,9,8,7,Visual,1.5,87
100297,23,Female,Psychology,0,2.8,1.8,No,47.4,5.7,Poor,2,Bachelor,Low,5.6,Yes,3.67,8,5.0,No,0,4.8,Co-Learning Group,No,Low,3,9,6,Auditory,8.4,97
100298,24,Other,Psychology,5.5,1.4,3.9,Yes,75.4,6.7,Good,5,Bachelor,High,8.5,Yes,3.83,7,5.2,No,2,11.0,Cafe,No,Low,1,2,10,Kinesthetic,5.1,98
100299,25,Other,Computer Science,9.697033463188700,0.6,3.5,Yes,59.4,7.5,Poor,4,High School,High,5.6,No,3.69,6,3.7,No,3,15.4,Dorm,No,High,10,7,8,Auditory,1.8,92
100300,17,Male,Psychology,4.0,0.6,2.0,No,94.2,6.7,Good,4,Bachelor,High,8.9,No,4.0,3,7.6,No,3,7.5,Cafe,No,High,2,6,9,Kinesthetic,5.6,93
100301,20,Other,Biology,5.1,0.5,2.1,Yes,78.9,9.6,Good,3,Master,High,8.3,No,4.0,7,3.1,No,3,9.6,Cafe,No,High,9,2,10,Visual,3.6,100
100302,20,Male,Psychology,4.8,0.2,0.4,Yes,67.9,9.0,Good,1,Bachelor,High,7.4,No,3.44,5,4.9,No,5,6.2,Co-Learning Group,No,Medium,5,10,5,Visual,1.7,87
100303,23,Male,Psychology,3.2,2.3,2.7,Yes,60.5,6.8,Good,4,Some College,High,8.4,Yes,4.0,7,4.1,No,0,9.4,Co-Learning Group,No,Low,3,2,10,Reading,7.7,100
100304,22,Other,Computer Science,3.70509159765229,3.3,3.0,No,77.1,5.4,Good,4,Bachelor,Low,7.4,Yes,3.23,1,3.2,No,0,11.5,Library,Yes,High,7,5,10,Visual,1.8,76
100305,27,Male,Computer Science,7.23858253502037,0.4,3.1,No,41.3,10.4,Poor,6,Some College,Medium,8.9,Yes,3.96,4,5.7,No,4,11.0,Cafe,Yes,High,8,8,7,Auditory,5.2,91
100306,22,Male,Business,3.8,2.8,1.2,Yes,70.8,4.8,Good,7,Master,Medium,7.4,No,4.0,1,1.6,No,2,8.8,Co-Learning Group,No,Low,1,9,6,Reading,1.2,93
100307,26,Female,Engineering,2.9,3.6,1.9,No,75.3,7.0,Good,3,PhD,High,6.0,No,3.89,2,7.1,No,5,9.3,Cafe,No,High,8,3,10,Kinesthetic,8.9,98
100308,26,Other,Business,4.0,0.6,0.8,Yes,87.6,5.0,Good,1,Master,High,3.4,Yes,4.0,8,4.0,No,2,6.6,Quiet Room,No,Medium,4,4,10,Reading,6.0,93
100309,26,Male,Psychology,3.3,1.1,1.0,Yes,86.2,8.7,Good,5,PhD,Low,7.6,No,4.0,1,6.8,No,3,6.1,Quiet Room,No,Medium,3,9,6,Visual,6.4,98
100310,28,Female,Computer Science,2.6109857705357600,0.8,1.2,Yes,84.0,6.9,Poor,7,Bachelor,Low,4.0,Yes,4.0,2,5.5,No,0,5.5,Cafe,Yes,Medium,3,2,10,Kinesthetic,8.6,93
100311,19,Female,Business,3.6,3.1,1.0,Yes,87.2,5.1,Poor,6,Master,Medium,4.1,Yes,4.0,5,2.6,No,3,9.2,Co-Learning Group,No,Medium,7,8,7,Reading,9.6,95
100312,18,Male,Arts,5.2,0.3,3.0,Yes,94.2,8.4,Poor,2,PhD,Medium,7.5,No,4.0,2,4.9,No,2,9.8,Co-Learning Group,No,Medium,7,7,8,Reading,9.0,100
100313,21,Male,Business,2.0,2.2,1.4,No,86.5,5.6,Good,6,High School,High,5.2,No,3.15,3,5.5,No,4,7.2,Library,Yes,Low,9,6,9,Reading,4.5,74
100314,24,Female,Biology,2.8,3.9,2.9,Yes,83.9,6.7,Good,1,Bachelor,High,9.1,Yes,3.36,6,6.5,No,5,11.6,Quiet Room,Yes,High,9,6,9,Kinesthetic,2.1,82
100315,16,Female,Business,2.2,2.9,0.6,Yes,46.3,4,Good,3,Some College,Medium,7.3,No,2.39,4,1.6,No,0,6.5,Cafe,No,Medium,8,2,10,Kinesthetic,2.3,52
100316,22,Male,Engineering,1.4,2.6,1.6,No,78.2,7.1,Good,7,Master,High,6.6,Yes,3.8,4,5.6,No,1,6.1,Library,No,High,7,3,10,Kinesthetic,2.3,94
100317,27,Other,Biology,3.9,1.8,3.8,Yes,46.6,9.5,Fair,6,Bachelor,Low,8.8,No,3.17,2,2.6,No,3,10.7,Dorm,No,Low,9,3,10,Reading,2.1,67
100318,16,Male,Psychology,5.3,0.0,2.2,Yes,65.1,8.3,Good,0,PhD,Low,6.8,No,4.0,7,2.9,No,4,7.6,Co-Learning Group,No,Medium,6,7,8,Auditory,5.3,100
100319,26,Female,Engineering,2.9,1.2,1.6,Yes,84.2,8.3,Good,7,Some College,High,8.5,No,4.0,8,8.1,No,0,6.8,Dorm,Yes,High,1,10,5,Visual,6.7,96
100320,19,Other,Biology,2.7,4.8,1.1,Yes,45.1,9.3,Good,7,Bachelor,Low,6.6,No,3.61,1,7.2,No,3,9.0,Quiet Room,Yes,Medium,10,1,10,Reading,5.4,85
100321,16,Other,Business,2.4,0.9,3.1,No,80.7,4.4,Poor,6,Bachelor,Low,4.5,Yes,2.79,7,5.6,No,2,6.7,Quiet Room,Yes,Low,1,1,10,Reading,3.7,69
100322,20,Female,Computer Science,3.049357055985040,1.3,1.3,Yes,69.1,7.4,Fair,1,Some College,Medium,7.9,Yes,4.0,1,2.9,No,5,6.8,Quiet Room,Yes,Low,5,9,6,Auditory,9.7,100
100323,28,Male,Business,0,3.9,2.2,No,42.5,6.6,Good,7,PhD,Low,4.8,Yes,3.35,7,6.7,No,5,6.9,Cafe,Yes,Medium,3,1,10,Reading,1.5,94
100324,22,Female,Arts,3.3,0.4,2.8,No,92.7,5.4,Fair,4,PhD,High,7.9,Yes,3.18,4,3.6,No,2,8.2,Cafe,Yes,Medium,6,5,10,Reading,9.8,79
100325,21,Male,Engineering,0,3.4,1.7,Yes,85.7,4,Good,7,High School,High,10,Yes,4.0,6,4.0,No,2,6.9,Dorm,Yes,High,1,8,7,Kinesthetic,7.1,100
100326,22,Male,Arts,2.7,0.1,1.1,Yes,51.5,7.1,Good,5,Bachelor,Low,4.3,No,2.65,1,7.8,No,5,5.7,Dorm,No,High,4,4,10,Visual,9.8,67
100327,27,Other,Psychology,1.9,2.8,2.6,Yes,43.9,5.4,Poor,2,High School,Medium,5.3,No,3.42,1,3.7,No,5,8.4,Co-Learning Group,Yes,Low,5,10,5,Reading,8.7,83
100328,16,Other,Arts,2.7,4.3,1.3,No,56.4,6.8,Good,6,Master,High,9.3,Yes,3.64,5,2.4,No,3,10.0,Library,No,Medium,6,9,6,Visual,7.8,84
100329,24,Female,Business,6.6,5.0,0.9,No,95.0,5.5,Fair,1,Bachelor,Low,6.2,Yes,3.7,1,5.0,No,5,13.9,Cafe,No,Medium,2,2,10,Visual,1.3,86
100330,21,Female,Psychology,5.1,1.2,0.3,No,85.8,8.4,Good,7,PhD,Low,9.3,Yes,4.0,2,6.6,No,5,7.8,Cafe,No,Low,2,1,10,Reading,9.3,95
100331,17,Male,Computer Science,5.05220314335016,4.2,1.6,Yes,54.0,9.4,Good,6,PhD,Low,5.2,No,3.62,8,6.9,No,5,12.1,Cafe,No,Low,8,7,8,Visual,5.2,91
100332,28,Male,Engineering,3.4,3.9,0.8,Yes,61.3,9.4,Fair,4,PhD,Low,6.8,Yes,3.16,6,6.5,No,4,9.2,Quiet Room,Yes,Medium,3,4,10,Visual,2.2,78
100333,22,Other,Arts,3.3,1.8,0.0,No,43.4,5.7,Good,2,PhD,Medium,4.5,Yes,4.0,6,1.9,No,2,6.3,Library,Yes,Low,7,6,9,Auditory,2.8,100
100334,19,Other,Engineering,3.6,4.4,3.6,No,78.3,6.7,Good,0,Master,Medium,7.5,No,2.44,8,7.4,No,1,12.6,Dorm,No,High,4,4,10,Kinesthetic,5.3,63
100335,16,Female,Computer Science,4.785686392431770,3.8,0.2,No,57.0,9.5,Fair,3,Bachelor,Low,3.6,Yes,3.47,2,6.1,No,1,8.8,Library,Yes,High,3,6,9,Auditory,8.6,90
100336,20,Male,Computer Science,4.809487770291790,3.3,3.8,No,92.7,7.2,Poor,6,Some College,Low,8.3,Yes,3.71,3,4.3,No,5,13.9,Dorm,No,Low,4,4,10,Reading,5.8,96
100337,19,Male,Biology,7.4,4.4,3.4,No,52.6,6.6,Poor,7,Master,Low,5.0,Yes,3.85,4,4.6,No,3,17.1,Cafe,No,High,10,2,10,Reading,2.5,99
100338,18,Female,Arts,1.5,4.0,2.6,No,67.1,4.4,Fair,3,Some College,Medium,3.0,No,3.22,6,5.4,No,1,8.5,Dorm,No,Medium,7,7,8,Reading,6.1,77
100339,28,Male,Business,2.2,2.3,1.7,No,59.0,6.3,Fair,7,Some College,Medium,10,Yes,3.08,8,4.1,No,4,6.9,Dorm,Yes,Medium,4,5,10,Visual,6.8,77
100340,24,Other,Arts,4.5,1.0,0.8,No,84.7,8.9,Good,4,Bachelor,Low,5.5,Yes,2.95,2,4.7,No,2,7.0,Co-Learning Group,Yes,Low,10,3,10,Reading,10.0,74
100341,20,Female,Engineering,4.5,1.0,0.9,Yes,83.4,8.4,Fair,7,High School,Medium,7.1,No,4.0,7,5.0,No,4,7.6,Cafe,Yes,Medium,4,7,8,Auditory,7.9,100
100342,16,Female,Psychology,4.9,2.1,2.7,No,59.6,5.0,Poor,4,High School,High,6.8,Yes,4.0,3,5.2,No,1,10.5,Co-Learning Group,No,Low,3,6,9,Kinesthetic,6.1,96
100343,22,Male,Biology,2.0,4.5,0.4,Yes,41.9,6.6,Good,2,Master,Medium,6.7,No,2.6,7,10,No,2,7.1,Cafe,Yes,Low,3,4,10,Reading,1.6,63
100344,26,Other,Computer Science,2.8911052730458600,4.9,0.5,Yes,63.3,7.5,Good,1,Some College,Low,5.1,No,3.95,8,2.1,No,2,9.1,Cafe,Yes,Low,4,5,10,Auditory,4.9,100
100345,25,Male,Biology,0.5,3.0,1.0,No,67.6,5.8,Good,7,High School,Low,4.6,Yes,3.51,8,6.1,No,1,5.2,Dorm,Yes,Medium,8,6,9,Kinesthetic,7.3,91
100346,22,Male,Psychology,2.2,4.7,1.0,No,93.0,8.6,Good,4,High School,High,3.4,No,4.0,7,5.5,No,0,9.6,Co-Learning Group,Yes,High,4,8,7,Visual,4.7,98
100347,28,Male,Biology,4.2,0.1,2.6,No,62.9,7.7,Good,7,Some College,Medium,9.4,No,4.0,6,4.4,No,3,8.3,Library,Yes,Medium,1,1,10,Reading,3.3,100
100348,23,Female,Computer Science,6.270589095640900,0.1,0.4,Yes,50.1,6.3,Good,6,High School,Medium,10,No,4.0,2,2.4,No,5,7.4,Library,Yes,High,5,3,10,Auditory,5.0,91
100349,24,Male,Engineering,4.2,3.9,3.1,Yes,94.5,6.2,Fair,5,High School,Medium,4.3,No,3.06,1,2.3,No,0,13.1,Library,No,Medium,1,1,10,Visual,4.0,77
100350,28,Other,Psychology,2.8,3.1,3.7,Yes,47.2,6.2,Fair,6,Bachelor,Medium,10,No,3.01,3,5.7,No,3,10.4,Dorm,Yes,Medium,3,1,10,Visual,4.6,82
100351,19,Male,Arts,1.1,2.5,4.0,No,55.1,4.9,Poor,2,Bachelor,Low,6.2,Yes,1.97,5,8.7,Yes,0,9.0,Dorm,Yes,High,7,3,10,Kinesthetic,4.0,54
100352,25,Other,Engineering,0.8,1.5,3.0,Yes,43.6,5.5,Fair,1,Bachelor,Low,5.5,Yes,4.0,7,6.0,No,4,6.8,Quiet Room,Yes,Low,3,7,8,Auditory,2.8,93
100353,23,Other,Business,4.5,4.1,3.0,No,60.6,7.6,Fair,5,High School,High,7.5,No,3.13,3,6.4,No,5,12.1,Cafe,Yes,High,4,4,10,Reading,6.5,73
100354,16,Male,Engineering,4.9,2.7,3.2,Yes,65.6,6.5,Fair,1,Some College,Low,6.5,Yes,3.28,2,7.4,No,4,11.2,Co-Learning Group,Yes,High,4,4,10,Auditory,4.8,84
100355,23,Other,Psychology,2.4,2.1,2.4,No,89.2,5.7,Good,2,High School,Medium,7.5,Yes,3.01,5,5.6,No,1,7.8,Dorm,No,Medium,7,2,10,Auditory,7.8,79
100356,20,Female,Engineering,3.4,0.7,1.9,No,40.3,6.3,Good,3,Bachelor,High,9.0,No,3.19,5,9.2,No,5,6.3,Dorm,No,Medium,7,7,8,Kinesthetic,9.5,79
100357,25,Male,Engineering,4.4,3.9,3.0,Yes,78.1,6.1,Fair,7,High School,Low,6.7,No,3.22,1,4.6,No,2,12.0,Library,Yes,High,7,7,8,Kinesthetic,7.6,68
100358,26,Other,Arts,4.9,2.9,2.7,Yes,86.3,8.0,Good,1,Master,High,7.7,No,2.91,1,4.8,No,3,10.8,Library,No,Medium,10,2,10,Kinesthetic,5.7,76
100359,20,Other,Business,1.7,1.7,0.6,No,81.9,8.5,Poor,6,Some College,Low,8.6,No,3.74,7,6.8,No,5,5.5,Cafe,Yes,Medium,1,2,10,Kinesthetic,1.6,87
100360,22,Male,Psychology,6.0,2.3,3.3,Yes,85.0,7.4,Good,0,Some College,Medium,10,Yes,4.0,6,6.6,No,1,12.0,Co-Learning Group,Yes,Medium,7,8,7,Visual,6.6,100
100361,17,Female,Computer Science,6.3851943528116100,3.8,0.0,Yes,79.9,8.4,Good,0,High School,Medium,5.9,No,4.0,7,4.6,No,3,10.7,Cafe,Yes,Low,4,9,6,Reading,8.1,100
100362,28,Female,Biology,5.9,3.3,1.5,No,92.4,4.9,Good,5,High School,Medium,5.8,No,4.0,7,3.8,No,1,10.8,Quiet Room,No,Medium,7,3,10,Reading,1.2,89
100363,21,Female,Biology,7.5,0.1,1.4,No,80.7,7.4,Fair,5,Master,High,7.5,Yes,4.0,8,5.5,No,2,9.1,Cafe,Yes,Medium,10,2,10,Visual,4.1,98
100364,25,Male,Arts,3.1,2.7,3.5,Yes,97.3,7.2,Fair,7,PhD,Low,7.8,Yes,3.61,3,4.7,No,5,9.6,Quiet Room,No,Low,4,4,10,Visual,2.5,97
100365,16,Male,Business,0,0.6,0.5,No,45.4,7.6,Good,7,Some College,High,6.5,Yes,3.48,7,4.4,No,4,2.2,Cafe,No,High,10,2,10,Kinesthetic,6.8,89
100366,22,Male,Psychology,6.8,4.7,3.0,Yes,47.6,8.3,Fair,5,Master,Low,10,No,4.0,5,3.4,No,3,14.7,Co-Learning Group,Yes,High,1,5,10,Auditory,1.6,100
100367,21,Female,Arts,1.8,0.7,3.8,Yes,80.8,6.6,Poor,7,Bachelor,Low,6.6,Yes,3.41,3,7.1,No,5,8.0,Co-Learning Group,No,Low,1,10,5,Visual,3.9,84
100368,25,Female,Arts,5.8,4.1,0.8,No,82.0,8.3,Poor,3,Some College,Low,10,No,3.9,4,6.7,No,2,12.2,Library,No,Medium,7,5,10,Visual,9.9,97
100369,22,Other,Engineering,3.8,4.6,2.8,No,47.9,7.8,Good,1,PhD,High,7.7,No,3.93,6,5.4,No,3,12.3,Co-Learning Group,Yes,Low,5,8,7,Auditory,6.9,94
100370,20,Male,Psychology,4.6,3.9,3.4,Yes,80.8,7.7,Fair,6,High School,High,8.2,Yes,4.0,4,6.4,No,5,12.7,Quiet Room,No,Low,6,8,7,Visual,2.6,98
100371,21,Other,Engineering,4.1,3.4,3.8,No,86.6,7.3,Good,6,High School,Low,10,Yes,2.99,3,2.8,No,0,12.6,Cafe,Yes,Medium,7,5,10,Reading,6.7,80
100372,17,Male,Engineering,3.9,0.9,1.9,Yes,57.9,7.5,Poor,6,Bachelor,High,10,No,3.75,4,7.1,No,4,8.0,Quiet Room,No,Low,9,3,10,Kinesthetic,4.6,85
100373,28,Other,Engineering,6.0,0.0,1.8,Yes,47.7,4.3,Fair,0,Some College,Low,9.5,Yes,4.0,2,3.3,No,4,8.4,Quiet Room,Yes,Low,9,5,10,Visual,8.7,94
100374,20,Female,Biology,8.6,4.5,1.2,No,74.6,9.6,Good,2,PhD,Medium,4.6,Yes,4.0,3,5.6,No,1,15.4,Quiet Room,Yes,Medium,10,9,6,Visual,5.6,100
100375,18,Female,Psychology,3.7,2.7,1.0,Yes,64.0,6.0,Poor,2,Bachelor,Low,7.7,No,4.0,3,2.4,No,5,8.7,Quiet Room,No,High,7,3,10,Reading,5.8,95
100376,26,Male,Arts,6.1,0.1,2.4,Yes,71.9,6.3,Good,1,Master,Medium,6.1,No,2.67,6,7.6,No,1,8.8,Dorm,Yes,Low,6,2,10,Reading,4.3,66
100377,20,Male,Computer Science,6.306549553489890,4.1,2.0,Yes,73.1,7.1,Good,4,High School,Low,6.6,No,4.0,7,5.6,No,1,13.5,Co-Learning Group,Yes,Low,6,7,8,Kinesthetic,2.6,100
100378,20,Male,Arts,3.9,3.6,3.9,Yes,80.7,5.2,Fair,3,Master,High,7.7,Yes,3.25,3,3.6,No,3,12.8,Co-Learning Group,No,Low,8,6,9,Reading,8.2,80
100379,24,Other,Psychology,5.6,0.4,1.0,Yes,45.1,5.3,Fair,0,Master,Medium,5.9,No,4.0,5,3.8,No,5,7.2,Library,No,Low,7,9,6,Kinesthetic,9.4,94
100380,26,Other,Arts,6.1,2.7,1.4,No,76.4,8.0,Good,0,PhD,High,6.1,Yes,4.0,2,1,No,3,12.2,Library,Yes,Low,3,2,10,Reading,4.3,100
100381,23,Female,Psychology,6.3,1.5,1.9,Yes,84.3,8.4,Good,0,Some College,High,4.3,No,3.01,6,4.0,No,0,10.2,Co-Learning Group,Yes,Medium,9,1,10,Kinesthetic,9.4,67
100382,25,Female,Business,5.0,1.8,0.4,No,71.7,7.1,Good,1,Master,Medium,9.1,Yes,3.49,5,1.8,No,2,8.2,Dorm,Yes,Low,8,1,10,Auditory,2.4,85
100383,20,Female,Engineering,4.6,1.8,1.7,No,46.6,9.3,Fair,3,Some College,High,9.2,Yes,4.0,3,1.9,No,5,8.8,Library,No,Medium,7,6,9,Auditory,9.1,97
100384,20,Male,Engineering,0,4.2,1.6,No,87.6,7.3,Poor,1,Bachelor,Medium,4.9,Yes,3.84,8,4.2,No,5,6.0,Dorm,No,High,1,4,10,Kinesthetic,1.5,96
100385,16,Female,Engineering,4.0,2.6,1.0,No,99.7,7.3,Fair,4,Master,Medium,7.2,No,3.16,5,4.1,No,4,9.1,Co-Learning Group,Yes,Low,8,2,10,Auditory,7.3,82
100386,26,Other,Psychology,3.8,0.7,0.1,Yes,62.8,5.9,Good,0,Some College,Low,8.0,Yes,3.91,4,5.6,No,2,5.0,Co-Learning Group,No,Low,6,7,8,Kinesthetic,5.3,100
100387,17,Female,Business,5.0,0.0,2.6,No,68.3,6.4,Good,4,High School,Medium,9.3,No,3.26,5,4.7,No,0,8.2,Dorm,Yes,Medium,3,5,10,Reading,9.5,80
100388,26,Male,Arts,4.4,1.9,2.6,No,45.2,5.8,Poor,6,PhD,High,3.0,No,4.0,3,7.5,No,0,9.3,Library,No,Low,1,10,5,Auditory,9.7,94
100389,17,Other,Biology,3.9,1.0,2.2,No,93.7,9.0,Fair,5,High School,High,7.1,No,3.66,6,3.6,No,2,7.6,Co-Learning Group,Yes,Medium,2,8,7,Visual,4.8,90
100390,27,Male,Business,2.4,4.9,0.7,Yes,73.7,5.1,Fair,6,PhD,Medium,8.9,Yes,3.57,1,4.7,No,0,9.5,Co-Learning Group,No,Medium,4,3,10,Auditory,1.0,80
100391,28,Other,Engineering,3.9,1.1,2.1,No,96.5,6.9,Fair,2,Some College,High,7.2,Yes,2.52,5,5.5,No,2,7.7,Library,No,Medium,1,4,10,Visual,9.9,66
100392,26,Other,Business,5.3,4.9,2.5,Yes,53.2,6.9,Good,5,Some College,Medium,3.2,No,4.0,6,7.5,No,5,12.7,Co-Learning Group,Yes,Medium,1,9,6,Visual,6.9,98
100393,22,Other,Business,4.8,4.3,1.6,No,62.1,8.5,Good,6,High School,Medium,6.3,Yes,4.0,4,5.5,No,5,11.6,Library,No,Medium,3,8,7,Auditory,2.7,100
100394,18,Other,Business,3.5,0.7,1.7,No,46.0,6.2,Good,6,High School,Medium,8.2,Yes,4.0,1,3.9,No,5,6.8,Quiet Room,Yes,High,2,7,8,Visual,4.5,97
100395,16,Male,Psychology,4.9,3.7,1.4,No,48.4,8.9,Good,3,Master,Low,6.3,Yes,4.0,2,4.8,No,2,11.4,Library,Yes,Low,5,6,9,Visual,5.3,99
100396,26,Other,Computer Science,0.8418350264520230,4.6,0.1,Yes,61.2,6.2,Fair,2,Master,Low,9.2,Yes,2.8,1,5.5,No,2,6.4,Quiet Room,No,High,2,8,7,Auditory,2.5,69
100397,21,Male,Biology,3.0,2.7,2.4,Yes,93.6,5.4,Good,2,PhD,Low,6.5,No,4.0,6,3.4,No,5,9.5,Cafe,Yes,Medium,6,2,10,Reading,3.4,98
100398,28,Male,Computer Science,2.0763392469170100,4.1,0.5,Yes,48.7,7.3,Fair,4,Some College,Medium,8.1,No,4.0,3,4.0,No,3,7.5,Cafe,Yes,Low,7,6,9,Kinesthetic,3.9,100
100399,25,Other,Business,1.5,2.7,3.3,Yes,71.6,6.7,Good,6,Some College,High,5.1,No,3.08,3,6.1,No,3,8.3,Library,No,High,2,4,10,Visual,4.3,77
100400,18,Male,Computer Science,7.871819601441490,4.6,1.0,No,84.8,6.9,Poor,0,Some College,Medium,6.0,Yes,4.0,6,4.5,No,4,15.1,Quiet Room,No,Medium,1,7,8,Visual,4.3,100
